635nm,520nm,405nm,jihe,cat,real
30.5267,30.5183,30.5021,30.6336,0,30.6403
30.5441,30.5363,30.5199,30.6427,0,30.6489
30.547,30.5383,30.5218,30.6524,0,30.6596
30.5599,30.5518,30.5355,30.6634,0,30.6705
30.5704,30.5625,30.5467,30.6736,0,30.6829
30.5825,30.5736,30.558,30.6837,0,30.6908
30.5888,30.5803,30.5646,30.6924,0,30.7008
30.5968,30.5882,30.5721,30.7037,0,30.7129
30.6101,30.6026,30.5865,30.7122,0,30.7184
30.6231,30.6144,30.5985,30.7223,0,30.7316
30.6348,30.6267,30.6109,30.7338,0,30.7421
30.6438,30.6352,30.619,30.7429,0,30.7475
30.6531,30.6448,30.6287,30.7539,0,30.7599
30.6573,30.6497,30.6339,30.7622,0,30.7704
30.6707,30.6628,30.6472,30.7723,0,30.7797
30.6832,30.6745,30.6587,30.7836,0,30.7933
30.6851,30.6764,30.6604,30.793,0,30.801
30.6961,30.6875,30.6716,30.8026,0,30.8132
30.7113,30.7036,30.6879,30.814,0,30.8198
30.7218,30.7142,30.6987,30.8236,0,30.8306
30.7338,30.7255,30.71,30.8328,0,30.8383
30.7376,30.7294,30.7137,30.8423,0,30.8531
30.7544,30.746,30.7297,30.8523,0,30.8585
30.7635,30.7552,30.7392,30.8638,0,30.8723
30.7738,30.7659,30.7501,30.8721,0,30.8812
30.7838,30.7749,30.7587,30.8826,0,30.8903
30.7878,30.779,30.7632,30.8933,0,30.9013
30.7977,30.7899,30.7736,30.9021,0,30.9098
30.8133,30.8051,30.7896,30.9127,0,30.9209
30.8195,30.8109,30.795,30.9235,0,30.9286
30.8341,30.8261,30.81,30.9335,0,30.9409
30.836,30.8284,30.8122,30.9427,0,30.9495
30.8474,30.8398,30.8237,30.9533,0,30.9575
30.8578,30.8495,30.8331,30.9636,0,30.9716
30.8728,30.864,30.8484,30.9728,0,30.9824
30.8753,30.867,30.8509,30.982,0,30.9877
30.8908,30.8831,30.8668,30.9939,0,30.9984
29.6352,29.618,29.5942,29.9745,1,30.0003
29.5995,29.5834,29.5571,29.9848,1,30.0116
29.6396,29.6233,29.5997,29.9993,1,30.0195
29.643,29.6256,29.6019,30.0087,1,30.0282
29.6198,29.6028,29.576,30.0174,1,30.0417
29.686,29.6684,29.6433,30.023,1,30.0497
29.6261,29.6092,29.5855,30.0385,1,30.0599
29.6501,29.6345,29.6113,30.0487,1,30.0686
29.6834,29.6677,29.6416,30.0565,1,30.0811
29.6797,29.6624,29.6417,30.0641,1,30.091
29.7422,29.7263,29.7052,30.074,1,30.0991
29.6783,29.6623,29.6353,30.0842,1,30.1085
29.7026,29.686,29.6635,30.0968,1,30.1181
29.6977,29.682,29.6549,30.1054,1,30.1314
29.6933,29.6778,29.6508,30.1163,1,30.1398
29.7158,29.7005,29.6774,30.1261,1,30.1507
29.7978,29.7823,29.7561,30.1332,1,30.1588
29.7956,29.7776,29.7547,30.1497,1,30.1712
29.7333,29.7157,29.6918,30.1555,1,30.1804
29.7735,29.7558,29.7305,30.1659,1,30.1892
29.7953,29.779,29.7551,30.1785,1,30.198
29.7622,29.7463,29.7202,30.1853,1,30.2107
29.8545,29.8377,29.8113,30.1998,1,30.2214
29.8082,29.7928,29.7716,30.2092,1,30.2294
29.8677,29.8517,29.8298,30.2173,1,30.2406
29.8897,29.8742,29.8528,30.2296,1,30.2509
29.8275,29.811,29.7879,30.2321,1,30.259
29.8997,29.8823,29.8553,30.2443,1,30.269
29.8619,29.8461,29.8246,30.2579,1,30.2817
29.8769,29.86,29.8339,30.2626,1,30.2912
29.9144,29.8993,29.8781,30.2793,1,30.302
29.96,29.9446,29.9187,30.2849,1,30.3102
29.9666,29.9492,29.9244,30.2996,1,30.3219
29.9768,29.9614,29.94,30.3058,1,30.3316
29.9617,29.9453,29.9236,30.3152,1,30.3415
29.9573,29.9421,29.9164,30.326,1,30.3495
29.9725,29.955,29.9283,30.337,1,30.3599
29.943,29.9268,29.899,30.3451,1,30.3708
29.9976,29.9816,29.9557,30.3598,1,30.379
30.0161,29.9994,29.9738,30.3624,1,30.3903
30.0444,30.0274,30.0008,30.3755,1,30.3998
30.0459,30.0283,30.0018,30.3859,1,30.4091
30.0488,30.0335,30.0087,30.3931,1,30.4213
29.9954,29.9778,29.9501,30.4059,1,30.4306
30.0821,30.0668,30.0406,30.4192,1,30.4417
30.0612,30.0452,30.0192,30.4296,1,30.4497
30.0417,30.0239,29.996,30.4355,1,30.4617
30.038,30.0208,29.9931,30.4435,1,30.4681
30.1237,30.1076,30.0819,30.4561,1,30.4787
30.1099,30.0942,30.0665,30.4674,1,30.4881
30.124,30.1084,30.0865,30.478,1,30.4984
30.1142,30.0973,30.0754,30.4891,1,30.5113
30.0732,30.0578,30.0351,30.499,1,30.5205
30.1078,30.0914,30.0676,30.509,1,30.5291
30.1287,30.113,30.0907,30.5166,1,30.5398
30.1988,30.1828,30.1628,30.5295,1,30.5508
30.1671,30.1503,30.1297,30.5379,1,30.558
30.1205,30.103,30.0821,30.5439,1,30.5706
30.1782,30.1618,30.1355,30.5523,1,30.5801
30.2213,30.2055,30.1853,30.5644,1,30.5901
30.1729,30.1559,30.1357,30.58,1,30.6018
30.191,30.1742,30.1476,30.5843,1,30.6093
30.1727,30.1554,30.1299,30.5984,1,30.6213
30.2165,30.1998,30.1725,30.6036,1,30.6306
30.2045,30.1875,30.1614,30.6143,1,30.6394
30.2622,30.2466,30.2229,30.6283,1,30.6507
30.2851,30.2683,30.247,30.638,1,30.659
30.2844,30.2693,30.2478,30.6427,1,30.6709
30.295,30.2781,30.2578,30.6538,1,30.6818
30.3064,30.2889,30.2666,30.6634,1,30.6918
30.274,30.259,30.2371,30.6745,1,30.7011
30.3578,30.3413,30.3183,30.6829,1,30.7118
30.3184,30.3012,30.2745,30.7,1,30.7185
30.3488,30.3322,30.3104,30.703,1,30.7305
30.3604,30.3452,30.3233,30.7152,1,30.7418
30.336,30.3203,30.293,30.7235,1,30.7484
30.3343,30.3191,30.2976,30.7328,1,30.7616
30.379,30.3626,30.3413,30.7441,1,30.7717
30.4155,30.3996,30.3783,30.7525,1,30.7791
30.4189,30.4036,30.3768,30.7684,1,30.7915
30.3578,30.3405,30.3129,30.7744,1,30.8016
30.4537,30.4372,30.4162,30.7845,1,30.8117
30.4224,30.4053,30.3809,30.7971,1,30.8196
30.4131,30.3968,30.3733,30.806,1,30.8313
30.4623,30.4471,30.4236,30.8196,1,30.8387
30.4058,30.3891,30.3687,30.8293,1,30.8516
30.4443,30.427,30.4016,30.8331,1,30.8593
30.4401,30.4238,30.3992,30.8451,1,30.8706
30.5068,30.4912,30.4686,30.8521,1,30.8803
30.5,30.4822,30.4617,30.8678,1,30.8915
30.4597,30.4441,30.4183,30.8723,1,30.9012
30.5369,30.5201,30.4946,30.8834,1,30.9112
30.517,30.4996,30.4752,30.8929,1,30.9206
30.5032,30.4879,30.461,30.9049,1,30.9283
30.575,30.5582,30.5354,30.9188,1,30.9401
30.5358,30.5205,30.5,30.9286,1,30.9487
30.5465,30.5285,30.5006,30.9385,1,30.9593
30.5833,30.5676,30.543,30.9486,1,30.9711
30.5464,30.5299,30.5049,30.9538,1,30.981
30.5639,30.5484,30.5244,30.966,1,30.9892
30.6095,30.5923,30.5702,30.974,1,30.9992
